Dates;Category;Customer
06.04.2012 6:00;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
06.04.2012 5:46;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
06.04.2012 5:36;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
06.04.2012 5:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
06.04.2012 5:30;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
06.04.2012 5:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
06.04.2012 5:04;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
06.04.2012 2:22;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
06.04.2012 1:53;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
06.04.2012 1:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
06.04.2012 1:20;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
06.04.2012 1:15;SPAM;AKIMAT OF THE NUR-SULTAN
06.04.2012 0:01;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
05.04.2012 22:15;MALWARE;POLICE DEPARTMENT
05.04.2012 20:49;MALWARE;AKIMAT OF THE NUR-SULTAN
05.04.2012 20:18;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
05.04.2012 17:45;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
05.04.2012 16:32;BOTNET;OFFICE OF THE PRESIDENT
05.04.2012 16:00;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
05.04.2012 14:38;SPAM;HOUSE OF MINISTRIES
05.04.2012 14:29;PHISHING;SUPREME COURT
05.04.2012 14:29;SPAM;SUPREME COURT
05.04.2012 9:45;SPAM;AKIMAT OF THE NUR-SULTAN
05.04.2012 4:50;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
04.04.2012 23:37;BOTNET;HOUSE OF MINISTRIES
04.04.2012 23:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 23:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 23:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 22:45;BOTNET;PARLIAMENT
04.04.2012 22:10;SPAM;AKIMAT OF THE NUR-SULTAN
04.04.2012 22:10;MALWARE;AKIMAT OF THE NUR-SULTAN
04.04.2012 21:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 21:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 21:05;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 20:50;PHISHING;AKIMAT OF THE NUR-SULTAN
04.04.2012 20:30;BOTNET;HOUSE OF MINISTRIES
04.04.2012 20:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 20:15;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
04.04.2012 19:42;PHISHING;SUPREME COURT
04.04.2012 18:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 18:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
04.04.2012 17:00;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
04.04.2012 15:15;DDOS;HOUSE OF MINISTRIES
04.04.2012 14:12;MALWARE;AKIMAT OF THE NUR-SULTAN
04.04.2012 14:12;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
04.04.2012 11:41;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
04.04.2012 10:45;SPAM;HOUSE OF MINISTRIES
04.04.2012 9:00;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
04.04.2012 5:30;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
04.04.2012 5:04;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
04.04.2012 1:13;MALWARE;OFFICE OF THE PRESIDENT
04.04.2012 1:03;PHISHING;HOUSE OF MINISTRIES
04.04.2012 0:01;PHISHING;AKIMAT OF THE NUR-SULTAN
03.04.2012 23:27;BOTNET;HOUSE OF MINISTRIES
03.04.2012 23:27;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
03.04.2012 23:00;INTERNAL OFFENER;PARLIAMENT
03.04.2012 22:00;INTERNAL OFFENER;PARLIAMENT
03.04.2012 18:00;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
03.04.2012 15:00;MALWARE;PARLIAMENT
03.04.2012 15:00;BOTNET;PARLIAMENT
03.04.2012 14:30;NETWORK ATTACK;OFFICE OF THE PRESIDENT
03.04.2012 7:58;MALWARE;E-GOV DATA CENTER
03.04.2012 4:44;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
03.04.2012 0:49;BOTNET;HOUSE OF MINISTRIES
03.04.2012 0:13;MALWARE;MINISTRY OF DEFENCE
26.03.2012 23:30;PHISHING;POLICE DEPARTMENT
26.03.2012 22:38;MALWARE;OFFICE OF THE PRIME-MINISTER
26.03.2012 22:08;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
26.03.2012 16:15;MALWARE;PARLIAMENT
26.03.2012 16:15;BOTNET;PARLIAMENT
26.03.2012 14:15;SPAM;AKIMAT OF THE NUR-SULTAN
26.03.2012 12:00;RANSOMWARE;E-GOV DATA CENTER
26.03.2012 10:18;SPAM;AKIMAT OF THE NUR-SULTAN
26.03.2012 8:10;WEBSITE UNAVAILABILITY;SUPREME COURT
26.03.2012 8:10;WEBSITE UNAVAILABILITY;SUPREME COURT
26.03.2012 0:30;MALWARE;OFFICE OF THE PRIME-MINISTER
26.03.2012 0:10;NETWORK ATTACK;E-GOV DATA CENTER
26.03.2012 0:05;MALWARE;HOUSE OF MINISTRIES
25.03.2012 23:58;MALWARE;POLICE DEPARTMENT
25.03.2012 23:05;MALWARE;POLICE DEPARTMENT
25.03.2012 19:40;BOTNET;PARLIAMENT
25.03.2012 19:40;MALWARE;PARLIAMENT
25.03.2012 19:30;SPAM;AKIMAT OF THE NUR-SULTAN
25.03.2012 13:14;UNAUTHORIZED ACCESS;PARLIAMENT
25.03.2012 12:50;SPAM;HOUSE OF MINISTRIES
25.03.2012 11:50;MALWARE;HOUSE OF MINISTRIES
25.03.2012 10:50;BOTNET;HOUSE OF MINISTRIES
25.03.2012 10:30;BOTNET;POLICE DEPARTMENT
25.03.2012 8:00;SPAM;HOUSE OF MINISTRIES
25.03.2012 7:25;DDOS;MINISTRY OF DEFENCE
25.03.2012 2:00;DDOS;MINISTRY OF DEFENCE
24.03.2012 22:00;SPAM;MINISTRY OF DEFENCE
24.03.2012 20:21;SPAM;E-GOV DATA CENTER
24.03.2012 19:40;BOTNET;PARLIAMENT
24.03.2012 19:40;MALWARE;PARLIAMENT
24.03.2012 18:50;PHISHING;AKIMAT OF THE NUR-SULTAN
24.03.2012 17:51;INTERNAL OFFENER;POLICE DEPARTMENT
24.03.2012 17:42;MALWARE;MINISTRY OF DEFENCE
24.03.2012 17:36;MALWARE;HOUSE OF MINISTRIES
24.03.2012 17:30;MALWARE;HOUSE OF MINISTRIES
24.03.2012 16:24;SPAM;AKIMAT OF THE NUR-SULTAN
24.03.2012 15:01;BOTNET;HOUSE OF MINISTRIES
24.03.2012 12:45;SPAM;SUPREME COURT
24.03.2012 11:30;PHISHING;AKIMAT OF THE NUR-SULTAN
24.03.2012 11:30;SPAM;HOUSE OF MINISTRIES
24.03.2012 10:15;BOTNET;OFFICE OF THE PRESIDENT
24.03.2012 8:45;DDOS;SUPREME COURT
24.03.2012 8:38;SPAM;HOUSE OF MINISTRIES
24.03.2012 5:30;PHISHING;E-GOV DATA CENTER
24.03.2012 2:23;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
24.03.2012 0:58;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
24.03.2012 0:06;PHISHING;E-GOV DATA CENTER
23.03.2012 23:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
23.03.2012 20:00;INTERNAL OFFENER;PARLIAMENT
23.03.2012 19:39;SPAM;AKIMAT OF THE NUR-SULTAN
23.03.2012 19:09;SPAM;OFFICE OF THE PRIME-MINISTER
23.03.2012 17:36;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
23.03.2012 16:35;NETWORK ATTACK;PARLIAMENT
23.03.2012 14:00;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
23.03.2012 12:25;SPAM;HOUSE OF MINISTRIES
23.03.2012 11:46;MALWARE;HOUSE OF MINISTRIES
23.03.2012 11:30;PHISHING;E-GOV DATA CENTER
23.03.2012 10:50;SPAM;E-GOV DATA CENTER
23.03.2012 9:30;BOTNET;E-GOV DATA CENTER
23.03.2012 3:00;DDOS;AKIMAT OF THE NUR-SULTAN
22.03.2012 21:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
22.03.2012 21:00;PHISHING;POLICE DEPARTMENT
22.03.2012 18:40;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
22.03.2012 18:40;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
22.03.2012 18:37;SPAM;AKIMAT OF THE NUR-SULTAN
22.03.2012 18:30;SPAM;AKIMAT OF THE NUR-SULTAN
22.03.2012 17:00;DDOS;E-GOV DATA CENTER
22.03.2012 16:10;SPAM;E-GOV DATA CENTER
22.03.2012 16:00;RANSOMWARE;MINISTRY OF DEFENCE
22.03.2012 15:30;MALWARE;OFFICE OF THE PRIME-MINISTER
22.03.2012 12:30;PHISHING;AKIMAT OF THE NUR-SULTAN
22.03.2012 3:15;MALWARE;AKIMAT OF THE NUR-SULTAN
22.03.2012 1:55;MALWARE;PARLIAMENT
22.03.2012 1:45;PHISHING;E-GOV DATA CENTER
21.03.2012 21:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
21.03.2012 18:23;MALWARE;SUPREME COURT
21.03.2012 16:05;DDOS;OFFICE OF THE PRIME-MINISTER
21.03.2012 16:05;DDOS;OFFICE OF THE PRIME-MINISTER
21.03.2012 15:35;PHISHING;AKIMAT OF THE NUR-SULTAN
21.03.2012 10:35;BOTNET;HOUSE OF MINISTRIES
21.03.2012 10:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
21.03.2012 10:25;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
21.03.2012 10:25;BOTNET;HOUSE OF MINISTRIES
21.03.2012 5:30;DDOS;SUPREME COURT
21.03.2012 2:38;UNAUTHORIZED ACCESS;MINISTRY OF DEFENCE
21.03.2012 2:20;PHISHING;SUPREME COURT
21.03.2012 0:50;PHISHING;SUPREME COURT
21.03.2012 0:01;PHISHING;AKIMAT OF THE NUR-SULTAN
20.03.2012 22:47;UNAUTHORIZED ACCESS;OFFICE OF THE PRIME-MINISTER
20.03.2012 20:50;SECURITY SYSTEM FAULT;SUPREME COURT
20.03.2012 19:00;MALWARE;POLICE DEPARTMENT
20.03.2012 16:00;PHISHING;AKIMAT OF THE NUR-SULTAN
20.03.2012 14:45;SPAM;E-GOV DATA CENTER
20.03.2012 14:45;PHISHING;E-GOV DATA CENTER
20.03.2012 13:34;BOTNET;PARLIAMENT
20.03.2012 13:34;BOTNET;PARLIAMENT
20.03.2012 13:34;MALWARE;PARLIAMENT
20.03.2012 5:26;PHISHING;OFFICE OF THE PRESIDENT
12.03.2012 20:35;MALWARE;HOUSE OF MINISTRIES
12.03.2012 13:00;MALWARE;OFFICE OF THE PRIME-MINISTER
12.03.2012 2:08;UNAUTHORIZED ACCESS;PARLIAMENT
12.03.2012 2:00;BOTNET;POLICE DEPARTMENT
12.03.2012 2:00;UNAUTHORIZED ACCESS;OFFICE OF THE PRIME-MINISTER
12.03.2012 2:00;MALWARE;POLICE DEPARTMENT
12.03.2012 1:49;BOTNET;HOUSE OF MINISTRIES
12.03.2012 1:14;MALWARE;POLICE DEPARTMENT
12.03.2012 0:30;MALWARE;OFFICE OF THE PRIME-MINISTER
11.03.2012 23:10;SPAM;E-GOV DATA CENTER
11.03.2012 22:30;SPAM;E-GOV DATA CENTER
11.03.2012 20:27;UNAUTHORIZED ACCESS;SUPREME COURT
11.03.2012 17:25;PHISHING;AKIMAT OF THE NUR-SULTAN
11.03.2012 15:10;MALWARE;SUPREME COURT
11.03.2012 14:02;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
11.03.2012 13:30;BOTNET;SUPREME COURT
11.03.2012 12:30;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
11.03.2012 12:30;INTERNAL OFFENER;SUPREME COURT
11.03.2012 12:29;BOTNET;OFFICE OF THE PRIME-MINISTER
11.03.2012 11:20;BOTNET;E-GOV DATA CENTER
11.03.2012 6:35;PHISHING;AKIMAT OF THE NUR-SULTAN
11.03.2012 4:38;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
11.03.2012 2:00;SECURITY SYSTEM FAULT;SUPREME COURT
11.03.2012 0:01;RANSOMWARE;POLICE DEPARTMENT
10.03.2012 21:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
10.03.2012 18:55;SPAM;AKIMAT OF THE NUR-SULTAN
10.03.2012 17:44;SPAM;SUPREME COURT
10.03.2012 17:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
10.03.2012 17:00;WEBSITE UNAVAILABILITY;AKIMAT OF THE NUR-SULTAN
10.03.2012 16:30;INTERNAL OFFENER;SUPREME COURT
10.03.2012 15:20;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
10.03.2012 12:38;PHISHING;MINISTRY OF DEFENCE
10.03.2012 10:00;INTERNAL OFFENER;HOUSE OF MINISTRIES
10.03.2012 8:00;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
10.03.2012 0:01;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
09.03.2012 23:19;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
09.03.2012 23:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 22:40;DDOS;MINISTRY OF DEFENCE
09.03.2012 22:29;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
09.03.2012 22:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 21:40;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 20:00;SPAM;MINISTRY OF DEFENCE
09.03.2012 19:50;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 19:50;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 19:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 19:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 18:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 17:55;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
09.03.2012 17:32;SPAM;MINISTRY OF DEFENCE
09.03.2012 16:35;INTERNAL OFFENER;OFFICE OF THE PRIME-MINISTER
09.03.2012 15:58;MALWARE;HOUSE OF MINISTRIES
09.03.2012 15:30;BOTNET;PARLIAMENT
09.03.2012 15:30;MALWARE;PARLIAMENT
09.03.2012 12:00;BOTNET;OFFICE OF THE PRIME-MINISTER
09.03.2012 11:59;MALWARE;OFFICE OF THE PRIME-MINISTER
09.03.2012 10:00;SPAM;AKIMAT OF THE NUR-SULTAN
09.03.2012 8:50;DDOS;AKIMAT OF THE NUR-SULTAN
09.03.2012 8:45;SPAM;POLICE DEPARTMENT
09.03.2012 8:00;BOTNET;POLICE DEPARTMENT
09.03.2012 7:30;SPAM;POLICE DEPARTMENT
09.03.2012 6:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.03.2012 4:12;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
09.03.2012 2:05;SPAM;AKIMAT OF THE NUR-SULTAN
09.03.2012 0:53;BOTNET;HOUSE OF MINISTRIES
09.03.2012 0:50;PHISHING;SUPREME COURT
09.03.2012 0:23;PHISHING;HOUSE OF MINISTRIES
08.03.2012 23:43;UNAUTHORIZED ACCESS;PARLIAMENT
08.03.2012 23:30;PHISHING;OFFICE OF THE PRIME-MINISTER
08.03.2012 22:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
08.03.2012 21:34;DDOS;POLICE DEPARTMENT
08.03.2012 20:33;MALWARE;OFFICE OF THE PRIME-MINISTER
08.03.2012 19:00;BOTNET;POLICE DEPARTMENT
08.03.2012 17:53;SPAM;MINISTRY OF DEFENCE
08.03.2012 17:31;SPAM;POLICE DEPARTMENT
08.03.2012 16:30;PHISHING;HOUSE OF MINISTRIES
08.03.2012 16:30;MALWARE;AKIMAT OF THE NUR-SULTAN
08.03.2012 14:35;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
08.03.2012 14:25;SPAM;OFFICE OF THE PRIME-MINISTER
08.03.2012 11:23;SPAM;POLICE DEPARTMENT
08.03.2012 10:57;RANSOMWARE;OFFICE OF THE PRIME-MINISTER
08.03.2012 10:45;BOTNET;POLICE DEPARTMENT
08.03.2012 10:00;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
08.03.2012 6:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
08.03.2012 6:45;BOTNET;HOUSE OF MINISTRIES
08.03.2012 6:31;SPAM;HOUSE OF MINISTRIES
08.03.2012 3:29;PHISHING;HOUSE OF MINISTRIES
08.03.2012 3:00;SECURITY SYSTEM FAULT;MINISTRY OF DEFENCE
08.03.2012 0:40;MALWARE;POLICE DEPARTMENT
08.03.2012 0:35;PHISHING;OFFICE OF THE PRIME-MINISTER
07.03.2012 21:05;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
07.03.2012 19:04;BOTNET;HOUSE OF MINISTRIES
07.03.2012 12:35;NETWORK ATTACK;HOUSE OF MINISTRIES
07.03.2012 10:00;INTERNAL OFFENER;PARLIAMENT
06.03.2012 22:10;MALWARE;E-GOV DATA CENTER
06.03.2012 18:15;PHISHING;HOUSE OF MINISTRIES
06.03.2012 15:37;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
06.03.2012 10:52;BOTNET;SUPREME COURT
06.03.2012 10:52;SPAM;SUPREME COURT
06.03.2012 9:45;SECURITY SYSTEM FAULT;MINISTRY OF DIGITAL DEVELOPMENT
06.03.2012 5:20;MALWARE;AKIMAT OF THE NUR-SULTAN
06.03.2012 0:01;INTERNAL OFFENER;PARLIAMENT
26.02.2012 23:45;DDOS;AKIMAT OF THE NUR-SULTAN
26.02.2012 21:20;PHISHING;HOUSE OF MINISTRIES
26.02.2012 16:32;MALWARE;HOUSE OF MINISTRIES
26.02.2012 15:53;UNAUTHORIZED ACCESS;OFFICE OF THE PRIME-MINISTER
26.02.2012 14:40;DDOS;OFFICE OF THE PRIME-MINISTER
26.02.2012 13:41;MALWARE;HOUSE OF MINISTRIES
26.02.2012 13:30;SECURITY SYSTEM FAULT;SUPREME COURT
26.02.2012 13:30;MALWARE;HOUSE OF MINISTRIES
26.02.2012 12:32;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.02.2012 11:10;SPAM;AKIMAT OF THE NUR-SULTAN
26.02.2012 9:33;SPAM;SUPREME COURT
26.02.2012 6:00;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
26.02.2012 5:00;MALWARE;POLICE DEPARTMENT
26.02.2012 4:44;SPAM;HOUSE OF MINISTRIES
26.02.2012 2:56;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
26.02.2012 1:45;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
26.02.2012 1:45;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
26.02.2012 1:45;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
26.02.2012 1:40;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
26.02.2012 1:35;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
26.02.2012 1:35;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
26.02.2012 1:25;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
26.02.2012 0:10;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
26.02.2012 0:05;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
26.02.2012 0:05;WEBSITE UNAVAILABILITY;SUPREME COURT
25.02.2012 23:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2012 23:15;PHISHING;E-GOV DATA CENTER
25.02.2012 22:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2012 22:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
25.02.2012 21:36;MALWARE;MINISTRY OF DEFENCE
25.02.2012 21:00;BOTNET;MINISTRY OF DEFENCE
25.02.2012 19:20;WEBSITE UNAVAILABILITY;AKIMAT OF THE NUR-SULTAN
25.02.2012 17:39;MALWARE;E-GOV DATA CENTER
25.02.2012 17:10;SPAM;SUPREME COURT
25.02.2012 16:00;PHISHING;OFFICE OF THE PRIME-MINISTER
25.02.2012 12:28;BOTNET;AKIMAT OF THE NUR-SULTAN
25.02.2012 9:41;SPAM;AKIMAT OF THE NUR-SULTAN
25.02.2012 8:45;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
25.02.2012 1:00;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
25.02.2012 0:01;BOTNET;E-GOV DATA CENTER
24.02.2012 22:57;SPAM;SUPREME COURT
24.02.2012 22:50;MALWARE;PARLIAMENT
24.02.2012 20:33;MALWARE;HOUSE OF MINISTRIES
24.02.2012 19:10;PHISHING;AKIMAT OF THE NUR-SULTAN
24.02.2012 18:00;DDOS;SUPREME COURT
24.02.2012 16:55;SPAM;AKIMAT OF THE NUR-SULTAN
24.02.2012 15:53;PHISHING;MINISTRY OF DEFENCE
24.02.2012 14:05;INTERNAL OFFENER;E-GOV DATA CENTER
24.02.2012 14:00;DDOS;POLICE DEPARTMENT
24.02.2012 12:53;SPAM;SUPREME COURT
24.02.2012 12:53;BOTNET;SUPREME COURT
24.02.2012 10:34;SPAM;OFFICE OF THE PRESIDENT
24.02.2012 9:51;SPAM;POLICE DEPARTMENT
24.02.2012 7:00;RANSOMWARE;HOUSE OF MINISTRIES
24.02.2012 2:47;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
23.02.2012 23:28;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
23.02.2012 22:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
23.02.2012 22:00;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
23.02.2012 21:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
23.02.2012 18:56;PHISHING;E-GOV DATA CENTER
23.02.2012 16:05;PHISHING;AKIMAT OF THE NUR-SULTAN
23.02.2012 15:22;SPAM;OFFICE OF THE PRESIDENT
23.02.2012 13:07;SPAM;E-GOV DATA CENTER
23.02.2012 13:00;SPAM;PARLIAMENT
23.02.2012 12:35;SPAM;OFFICE OF THE PRIME-MINISTER
23.02.2012 10:45;INTERNAL OFFENER;SUPREME COURT
23.02.2012 7:50;SPAM;POLICE DEPARTMENT
23.02.2012 5:45;BOTNET;E-GOV DATA CENTER
23.02.2012 4:20;SPAM;HOUSE OF MINISTRIES
23.02.2012 1:10;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
23.02.2012 0:10;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
22.02.2012 23:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
22.02.2012 23:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
22.02.2012 22:30;MALWARE;E-GOV DATA CENTER
22.02.2012 22:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
22.02.2012 22:28;BOTNET;OFFICE OF THE PRESIDENT
22.02.2012 21:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
22.02.2012 21:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
22.02.2012 20:30;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
22.02.2012 20:25;PHISHING;AKIMAT OF THE NUR-SULTAN
22.02.2012 19:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
22.02.2012 18:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
22.02.2012 18:15;SPAM;AKIMAT OF THE NUR-SULTAN
22.02.2012 16:25;NETWORK ATTACK;PARLIAMENT
22.02.2012 16:25;BOTNET;PARLIAMENT
22.02.2012 16:25;MALWARE;PARLIAMENT
22.02.2012 14:20;DDOS;OFFICE OF THE PRIME-MINISTER
22.02.2012 13:20;INTERNAL OFFENER;SUPREME COURT
22.02.2012 13:13;PHISHING;MINISTRY OF DEFENCE
22.02.2012 9:14;SPAM;SUPREME COURT
22.02.2012 7:55;SPAM;POLICE DEPARTMENT
22.02.2012 7:55;BOTNET;POLICE DEPARTMENT
21.02.2012 22:35;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
21.02.2012 19:41;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
21.02.2012 16:00;INTERNAL OFFENER;PARLIAMENT
21.02.2012 15:30;BOTNET;OFFICE OF THE PRESIDENT
21.02.2012 14:45;SPAM;MINISTRY OF DEFENCE
21.02.2012 11:30;SECURITY SYSTEM FAULT;SUPREME COURT
21.02.2012 10:03;MALWARE;E-GOV DATA CENTER
21.02.2012 9:00;RANSOMWARE;SUPREME COURT
21.02.2012 3:00;INTERNAL OFFENER;POLICE DEPARTMENT
21.02.2012 0:49;SPAM;POLICE DEPARTMENT
21.02.2012 0:01;DDOS;OFFICE OF THE PRIME-MINISTER
20.02.2012 22:13;MALWARE;AKIMAT OF THE NUR-SULTAN
20.02.2012 22:02;BOTNET;HOUSE OF MINISTRIES
20.02.2012 17:00;MALWARE;PARLIAMENT
20.02.2012 13:49;BOTNET;E-GOV DATA CENTER
20.02.2012 13:49;MALWARE;E-GOV DATA CENTER
20.02.2012 12:20;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
20.02.2012 12:00;RANSOMWARE;OFFICE OF THE PRESIDENT
20.02.2012 12:00;SPAM;POLICE DEPARTMENT
20.02.2012 11:49;DDOS;AKIMAT OF THE NUR-SULTAN
20.02.2012 9:15;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
20.02.2012 8:00;RANSOMWARE;POLICE DEPARTMENT
20.02.2012 6:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
20.02.2012 5:49;INTERNAL OFFENER;POLICE DEPARTMENT
20.02.2012 0:31;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
12.02.2012 23:20;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
12.02.2012 22:48;SECURITY SYSTEM FAULT;E-GOV DATA CENTER
12.02.2012 22:00;DDOS;AKIMAT OF THE NUR-SULTAN
12.02.2012 20:10;PHISHING;E-GOV DATA CENTER
12.02.2012 19:22;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
12.02.2012 17:14;MALWARE;HOUSE OF MINISTRIES
12.02.2012 14:41;PHISHING;AKIMAT OF THE NUR-SULTAN
12.02.2012 12:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
12.02.2012 9:26;MALWARE;HOUSE OF MINISTRIES
12.02.2012 9:26;NETWORK ATTACK;HOUSE OF MINISTRIES
12.02.2012 6:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
12.02.2012 2:37;SPAM;PARLIAMENT
12.02.2012 0:06;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
